timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1603269696657,30,/user/readall,200,,Spike Test 1-235,text,true,,15595,128,284,284,http://localhost:8082/user/readall,30,0,0
1603269694206,2482,/user/update,202,,Spike Test 1-405,text,true,,321,239,284,284,http://localhost:8082/user/update/2273,2482,0,0
1603269694036,2653,/user/create,201,,Spike Test 1-349,text,true,,321,256,284,284,http://localhost:8082/user/create,2653,0,1
1603269694723,1968,/user/delete,204,,Spike Test 1-352,,true,,191,218,284,284,http://localhost:8082/user/delete/2339,0,0,0
1603269695492,1201,/task/update,202,,Spike Test 1-283,text,true,,293,300,284,284,http://localhost:8082/task/update/2348,1201,0,0
1603269694731,1964,/user/update,202,,Spike Test 1-417,text,true,,321,239,284,284,http://localhost:8082/user/update/2296,1963,0,0
1603269695493,1204,/task/update,202,,Spike Test 1-446,text,true,,293,300,285,285,http://localhost:8082/task/update/2340,1204,0,0
1603269696330,379,/user/readall,200,,Spike Test 1-289,text,true,,15595,128,285,285,http://localhost:8082/user/readall,378,0,0
1603269695495,1215,/user/create,201,,Spike Test 1-276,text,true,,321,256,285,285,http://localhost:8082/user/create,1215,0,1
1603269694140,2571,/user/create,201,,Spike Test 1-388,text,true,,321,256,285,285,http://localhost:8082/user/create,2571,0,0
1603269694741,1971,/user/update,202,,Spike Test 1-404,text,true,,321,239,285,285,http://localhost:8082/user/update/2365,1971,0,0
1603269694174,2539,/task/create,201,,Spike Test 1-425,text,true,,293,273,285,285,http://localhost:8082/task/create,2539,0,0
1603269694136,2579,/user/update,202,,Spike Test 1-412,text,true,,321,239,285,285,http://localhost:8082/user/update/2267,2579,0,0
1603269695548,1173,/user/readall,200,,Spike Test 1-277,text,true,,15564,128,286,286,http://localhost:8082/user/readall,1173,0,0
1603269696192,530,/task/create,201,,Spike Test 1-486,text,true,,293,273,286,286,http://localhost:8082/task/create,530,0,0
1603269696275,449,/user/create,201,,Spike Test 1-359,text,true,,321,256,286,286,http://localhost:8082/user/create,449,0,1
1603269696669,56,/user/delete,204,,Spike Test 1-264,,true,,191,218,286,286,http://localhost:8082/user/delete/2521,0,0,0
1603269696367,360,/user/delete,204,,Spike Test 1-416,,true,,191,218,286,286,http://localhost:8082/user/delete/2345,0,0,0
1603269696218,513,/user/readall,200,,Spike Test 1-252,text,true,,14956,128,286,286,http://localhost:8082/user/readall,512,0,0
1603269696732,2,/user/update,202,,Spike Test 1-252,text,true,,321,239,286,286,http://localhost:8082/user/update/2501,2,0,0
1603269696332,414,/user/update,202,,Spike Test 1-329,text,true,,321,239,287,287,http://localhost:8082/user/update/2490,413,0,0
1603269696746,1,/task/create,201,,Spike Test 1-329,text,true,,293,273,287,287,http://localhost:8082/task/create,1,0,0
1603269696368,382,/user/readall,200,,Spike Test 1-302,text,true,,15624,128,287,287,http://localhost:8082/user/readall,382,0,0
1603269696724,28,/user/readall,200,,Spike Test 1-359,text,true,,15684,128,287,287,http://localhost:8082/user/readall,27,0,0
1603269696373,381,/user/delete,204,,Spike Test 1-454,,true,,191,218,287,287,http://localhost:8082/user/delete/2166,0,0,0
1603269696679,78,/user/update,202,,Spike Test 1-263,text,true,,321,239,288,288,http://localhost:8082/user/update/2489,77,0,0
1603269696376,382,/user/create,201,,Spike Test 1-232,text,true,,321,256,288,288,http://localhost:8082/user/create,382,0,0
1603269696748,13,/task/readall,200,,Spike Test 1-329,text,true,,2888,128,288,288,http://localhost:8082/task/readall,13,0,0
1603269696761,3,/task/update,202,,Spike Test 1-329,text,true,,293,300,288,288,http://localhost:8082/task/update/2402,3,0,0
1603269696396,370,/user/create,201,,Spike Test 1-231,text,true,,321,256,288,288,http://localhost:8082/user/create,370,0,0
1603269696413,354,/task/update,202,,Spike Test 1-469,text,true,,293,300,288,288,http://localhost:8082/task/update/2355,354,0,0
1603269696370,398,/user/readall,200,,Spike Test 1-475,text,true,,15624,128,288,288,http://localhost:8082/user/readall,397,0,0
1603269696413,357,/user/update,202,,Spike Test 1-312,text,true,,321,239,288,288,http://localhost:8082/user/update/2431,356,0,0
1603269696432,339,/user/update,202,,Spike Test 1-444,text,true,,321,239,288,288,http://localhost:8082/user/update/2502,339,0,0
1603269694967,1806,/user/create,201,,Spike Test 1-340,text,true,,321,256,288,288,http://localhost:8082/user/create,1806,0,0
1603269696438,336,/user/update,202,,Spike Test 1-448,text,true,,321,239,288,288,http://localhost:8082/user/update/2510,335,0,0
1603269696442,333,/user/update,202,,Spike Test 1-452,text,true,,321,239,288,288,http://localhost:8082/user/update/2492,332,0,0
1603269696774,1,/task/create,201,,Spike Test 1-448,text,true,,293,273,288,288,http://localhost:8082/task/create,1,0,0
1603269696775,1,/task/create,201,,Spike Test 1-452,text,true,,293,273,289,289,http://localhost:8082/task/create,1,0,0
1603269696445,333,/task/update,202,,Spike Test 1-325,text,true,,293,300,289,289,http://localhost:8082/task/update/2387,333,0,0
